transaction_date,total_transactions,total_volume,total_commissions,buy_count,sell_count,unique_clients,unique_tickers,total_gain_loss,avg_commission_per_tx
2022-04-23,108,2804419.68,28044.24,84,24,79,92,183043.74,259.67
2022-04-24,106,2510271.56,25102.71,74,32,82,83,42969.58,236.82
2022-04-25,104,2093836.8,20938.34,74,30,90,83,29925.75,201.33
2022-04-26,110,2094083.21,20940.89,78,32,92,89,58592.29,190.37
2022-04-27,102,1992555.53,19925.59,74,28,81,81,66103.92,195.35
2022-04-28,109,2721451.1,27214.5,78,31,89,90,77990.24,249.67
2022-04-29,108,2131605.63,21316.04,76,32,92,90,33048.94,197.37
2022-04-30,98,1754856.91,17548.59,61,37,81,78,117501.84,179.07
2022-05-01,121,3017278.1,30172.79,89,32,98,98,59077.76,249.36
2022-05-02,122,2539823.51,25398.17,84,38,95,91,55689.16,208.18
2022-05-03,114,3215974.02,32159.74,77,37,91,90,95149.29,282.1
2022-05-04,99,2898028.47,28980.26,59,40,77,82,77847.89,292.73
2022-05-05,101,2701069.28,27010.64,79,22,82,84,46603.89,267.43
2022-05-06,108,1994992.66,19949.93,68,40,92,91,57759.45,184.72
2022-05-07,113,2287191.6,22871.93,81,32,87,87,48599.91,202.41
2022-05-08,121,3113906.19,31139.07,86,35,95,94,191180.14,257.35
2022-05-09,112,2531843.54,25318.44,79,33,90,85,44524.67,226.06
2022-05-10,105,2594859.05,25948.58,69,36,86,82,159936.54,247.13
2022-05-11,120,2412483.42,24124.84,86,34,96,89,115582.46,201.04
2022-05-12,118,2604811.42,26048.07,75,43,101,102,166534.82,220.75
2022-05-13,118,2592085.21,25920.88,85,33,101,97,90253.05,219.67
2022-05-14,100,1809284.18,18092.74,66,34,81,80,54210.29,180.93
2022-05-15,109,2991712.92,29917.1,72,37,90,88,78761.53,274.47
2022-05-16,103,2615308.14,26153.1,68,35,81,78,105276.43,253.91
2022-05-17,111,2017225.7,20172.26,75,36,85,89,78392.58,181.73
2022-05-18,132,3005981.6,30059.82,87,45,98,103,92355.62,227.73
2022-05-19,109,3544229.35,35442.3,73,36,88,88,37501.23,325.16
2022-05-20,114,2496891.33,24968.91,79,35,93,94,81586.18,219.03
2022-05-21,121,2710824.27,27108.25,93,28,97,96,48098.83,224.04
2022-05-22,103,2771150.2,27711.56,74,29,82,80,69192.21,269.04
2022-05-23,150,3211268.15,32112.74,110,40,112,115,46299.09,214.08
2022-05-24,110,2197996.81,21979.95,70,40,91,95,116116.72,199.82
2022-05-25,111,2875529.31,28755.29,83,28,94,88,61996.08,259.06
2022-05-26,119,2197527.2,21975.3,79,40,93,98,80151.19,184.67
2022-05-27,122,2858329.52,28583.28,87,35,97,105,154647.95,234.29
2022-05-28,105,1757441.12,17574.41,76,29,96,93,26079.72,167.38
2022-05-29,119,2876040.26,28760.4,85,34,102,93,85739.28,241.68
2022-05-30,108,1887758.47,18877.6,78,30,94,90,64208.69,174.79
2022-05-31,99,2096549.7,20965.55,72,27,74,83,34105.23,211.77
2022-06-01,112,2898074.95,28980.72,77,35,86,92,176002.51,258.76
2022-06-02,110,2254562.1,22545.61,75,35,90,98,26461.4,204.96
2022-06-03,115,2985605.97,29856.05,81,34,84,86,47537.84,259.62
2022-06-04,117,2383223.72,23832.25,79,38,99,90,116562.47,203.69
2022-06-05,128,3114247.72,31142.5,93,35,101,104,112807.88,243.3
2022-06-06,108,1956228.78,19562.25,77,31,93,83,92531.7,181.13
2022-06-07,122,3064495.08,30644.95,80,42,99,92,117524.08,251.19
2022-06-08,116,3056682.56,30566.91,82,34,91,94,106454.74,263.51
2022-06-09,121,3162399.06,31624.01,81,40,96,93,102611.74,261.36
2022-06-10,116,3465656.13,34656.6,81,35,98,90,57682.48,298.76
2022-06-11,113,3414304.45,34143.06,82,31,89,90,59425.27,302.15
2022-06-12,133,2601037.01,26010.37,88,45,107,109,125748.12,195.57
2022-06-13,117,3177910.65,31779.1,92,25,88,93,87740.6,271.62
2022-06-14,113,2417858.56,24178.62,79,34,91,90,111289.58,213.97
2022-06-15,117,2322629.91,23226.29,75,42,98,96,48473.63,198.52
2022-06-16,104,2470838.89,24708.41,73,31,81,83,144777.46,237.58
2022-06-17,126,2328274.38,23282.74,82,44,105,99,77983.49,184.78
2022-06-18,142,3164529.23,31645.31,108,34,111,96,175262.7,222.85
2022-06-19,145,2944086.49,29440.86,102,43,109,108,94924.22,203.04
2022-06-20,130,2410039.57,24100.34,91,39,108,93,81685.28,185.39
2022-06-21,122,2860078.2,28600.71,89,33,98,98,55165.01,234.43
2022-06-22,117,2821231.98,28212.29,74,43,97,94,98058.16,241.13
2022-06-23,127,3115176.02,31151.77,81,46,95,102,178560.21,245.29
2022-06-24,121,3186247.3,31862.48,83,38,95,92,84770.0,263.33
2022-06-25,124,3001559.43,30015.63,86,38,99,103,163220.84,242.06
2022-06-26,140,3095052.56,30950.56,95,45,115,113,28061.01,221.08
2022-06-27,113,2635376.48,26353.8,80,33,96,84,36769.45,233.22
2022-06-28,135,3369068.91,33690.72,93,42,112,106,123323.74,249.56
2022-06-29,122,2666406.71,26664.08,89,33,94,89,86908.69,218.56
2022-06-30,123,2772558.91,27725.55,96,27,95,93,11345.57,225.41
2022-07-01,139,3559453.26,35594.49,101,38,108,103,167129.79,256.08
2022-07-02,125,3295101.01,32951.0,82,43,101,96,116790.64,263.61
2022-07-03,123,3215352.98,32153.5,82,41,96,96,69242.93,261.41
2022-07-04,129,3952910.91,39529.1,91,38,103,94,102653.39,306.43
2022-07-05,133,2694114.62,26941.15,97,36,99,101,53951.72,202.57
2022-07-06,130,2920354.22,29203.56,92,38,109,97,68515.72,224.64
2022-07-07,129,2895159.96,28951.6,83,46,106,101,92537.27,224.43
2022-07-08,129,4045015.35,40450.12,102,27,100,99,65051.11,313.57
2022-07-09,118,1617998.08,16180.04,85,33,102,98,54893.14,137.12
2022-07-10,134,3252422.66,32524.19,85,49,107,108,120010.13,242.72
2022-07-11,127,3015611.93,30156.15,95,32,101,103,63776.27,237.45
2022-07-12,124,2756950.48,27569.51,87,37,108,97,103835.5,222.33
2022-07-13,131,3414798.99,34147.97,88,43,113,101,79329.15,260.67
2022-07-14,118,3506341.92,35063.44,74,44,94,92,156905.63,297.15
2022-07-15,113,2569875.68,25698.79,81,32,95,93,57602.89,227.42
2022-07-16,137,2685584.71,26855.93,96,41,109,111,40929.69,196.03
2022-07-17,124,2873876.79,28738.8,93,31,96,97,30111.47,231.76
2022-07-18,140,3158904.07,31589.04,100,40,109,105,136696.61,225.64
2022-07-19,130,3575514.68,35755.13,93,37,104,102,21487.63,275.04
2022-07-20,127,2653128.66,26531.26,97,30,103,104,77570.24,208.91
2022-07-21,136,3547084.28,35470.86,90,46,109,109,126071.74,260.82
2022-07-22,140,3778882.45,37788.84,98,42,116,107,67358.03,269.92
2022-07-23,138,3709059.33,37090.58,101,37,111,101,121445.54,268.77
2022-07-24,143,3530445.34,35304.51,97,46,114,107,102795.59,246.88
2022-07-25,125,3502443.38,35024.48,81,44,103,95,153712.16,280.2
2022-07-26,132,3743395.05,37433.94,93,39,106,103,168617.56,283.59
2022-07-27,155,3796161.45,37961.63,113,42,120,111,36698.86,244.91
2022-07-28,136,3183531.5,31835.33,102,34,114,101,67299.41,234.08
2022-07-29,127,2991039.06,29910.39,88,39,109,101,126213.66,235.51
2022-07-30,106,2620530.72,26205.34,77,29,89,81,28069.51,247.22
2022-07-31,136,3938686.49,39386.86,100,36,116,106,74812.1,289.61
2022-08-01,142,4064090.65,40640.82,102,40,115,106,171910.12,286.2
2022-08-02,158,3880701.66,38807.05,114,44,126,117,76430.98,245.61
2022-08-03,122,3152272.33,31522.73,85,37,103,95,69939.25,258.38
2022-08-04,140,3155099.34,31551.03,95,45,100,108,59485.68,225.36
2022-08-05,146,4118787.03,41187.89,98,48,117,117,149645.37,282.11
2022-08-06,142,3805022.2,38050.29,96,46,118,106,207973.72,267.96
2022-08-07,145,3972703.13,39727.07,98,47,109,106,135859.18,273.98
2022-08-08,139,2769569.17,27695.71,92,47,111,113,53385.49,199.25
2022-08-09,132,3491591.22,34915.93,81,51,109,111,220804.72,264.51
2022-08-10,145,3507310.52,35073.09,97,48,110,112,65747.39,241.88
2022-08-11,154,4050106.21,40501.06,108,46,122,123,91439.24,262.99
2022-08-12,148,3564770.73,35647.72,104,44,127,114,70494.4,240.86
2022-08-13,145,3112249.1,31122.45,109,36,119,121,63294.72,214.64
2022-08-14,125,2400743.19,24007.43,77,48,105,98,213821.92,192.06
2022-08-15,150,4425859.06,44258.64,106,44,123,105,136526.64,295.06
2022-08-16,137,4215634.18,42156.34,102,35,118,98,134045.99,307.71
2022-08-17,151,3048807.63,30488.01,100,51,123,113,89448.2,201.91
2022-08-18,113,1838199.75,18382.02,81,32,100,91,28948.65,162.67
2022-08-19,144,3552441.38,35524.45,91,53,116,114,145842.22,246.7
2022-08-20,133,3265650.38,32656.49,95,38,112,98,113956.24,245.54
2022-08-21,129,3901265.7,39012.63,91,38,99,97,72094.99,302.42
2022-08-22,156,3991961.11,39919.54,101,55,123,113,87837.64,255.89
2022-08-23,149,3825328.94,38253.28,98,51,116,117,178982.9,256.73
2022-08-24,138,2869427.03,28694.27,102,36,108,100,100331.85,207.93
2022-08-25,146,4791789.56,47917.88,108,38,117,116,89689.57,328.2
2022-08-26,145,3745944.24,37459.44,93,52,120,107,96240.74,258.34
2022-08-27,134,3628575.11,36285.74,100,34,111,96,718.12,270.79
2022-08-28,154,3420248.82,34202.52,115,39,120,114,48089.1,222.09
2022-08-29,136,2880033.28,28800.27,86,50,111,99,41310.51,211.77
2022-08-30,145,3400194.59,34001.95,105,40,116,110,141419.66,234.5
2022-08-31,135,3637684.1,36376.83,103,32,112,108,94327.57,269.46
2022-09-01,143,3930716.66,39307.14,98,45,113,108,218294.42,274.88
2022-09-02,136,3086110.48,30861.09,93,43,107,106,90082.21,226.92
2022-09-03,150,2978791.99,29787.96,95,55,124,119,97047.44,198.59
2022-09-04,141,3075646.93,30756.44,102,39,119,109,89140.37,218.13
2022-09-05,128,2937957.96,29379.63,86,42,107,103,54574.03,229.53
2022-09-06,140,3734601.53,37345.97,100,40,112,106,130765.41,266.76
2022-09-07,125,2795888.29,27958.91,80,45,107,105,64752.6,223.67
2022-09-08,133,3181907.75,31819.08,90,43,101,103,104302.1,239.24
2022-09-09,156,3074934.28,30749.42,101,55,121,113,104653.67,197.11
2022-09-10,141,3409063.67,34090.62,79,62,109,107,217140.6,241.78
2022-09-11,142,3046242.15,30462.46,104,38,109,108,80555.38,214.52
2022-09-12,151,4211433.05,42114.3,105,46,125,114,93376.75,278.9
2022-09-13,174,4292101.64,42920.92,124,50,134,121,201976.34,246.67
2022-09-14,144,3836716.51,38367.18,94,50,110,105,153740.21,266.44
2022-09-15,151,3560205.29,35602.07,103,48,116,115,174531.42,235.78
2022-09-16,151,3620047.18,36200.52,95,56,127,113,97158.98,239.74
2022-09-17,149,2606896.13,26068.98,102,47,120,113,39420.64,174.96
2022-09-18,161,3199436.37,31994.39,108,53,132,121,66496.83,198.72
2022-09-19,161,4051675.1,40516.8,111,50,129,123,119093.79,251.66
2022-09-20,128,3079830.93,30798.3,92,36,100,105,56787.13,240.61
2022-09-21,147,3279295.93,32793.0,99,48,122,123,129420.09,223.08
2022-09-22,170,5185238.5,51852.37,122,48,131,126,114000.97,305.01
2022-09-23,152,3753721.02,37537.25,110,42,128,103,44676.34,246.96
2022-09-24,159,3811565.01,38115.68,103,56,132,117,136396.46,239.72
2022-09-25,162,3783163.36,37831.58,107,55,134,126,203804.56,233.53
2022-09-26,151,2688216.87,26882.2,99,52,123,111,138008.85,178.03
2022-09-27,151,3541387.94,35413.88,114,37,128,110,40585.33,234.53
2022-09-28,167,4600000.53,45999.88,120,47,135,126,183709.34,275.45
2022-09-29,129,3122244.03,31222.39,94,35,105,99,101747.71,242.03
2022-09-30,142,2390580.24,23905.83,110,32,117,108,44426.63,168.35
2022-10-01,136,2929858.14,29298.58,90,46,112,106,168544.94,215.43
2022-10-02,133,2891354.84,28913.58,98,35,118,106,83372.34,217.4
2022-10-03,151,3213391.19,32133.94,107,44,125,114,127778.74,212.81
2022-10-04,160,3772237.69,37722.31,112,48,132,117,140551.11,235.76
2022-10-05,169,4360549.03,43605.46,123,46,135,122,166160.52,258.02
2022-10-06,152,2780454.01,27804.54,112,40,120,113,100250.79,182.92
2022-10-07,157,3383058.86,33830.59,101,56,127,120,206731.65,215.48
2022-10-08,183,4122021.11,41220.2,125,58,138,130,87921.28,225.25
2022-10-09,155,3359076.52,33590.74,105,50,125,120,109761.82,216.71
2022-10-10,140,3706857.51,37068.52,93,47,119,106,147998.22,264.78
2022-10-11,169,4299338.8,42993.41,113,56,142,126,166209.26,254.4
2022-10-12,157,4146744.56,41467.41,104,53,124,111,193407.5,264.12
2022-10-13,156,4577717.53,45777.13,109,47,128,114,134912.07,293.44
2022-10-14,158,4001937.84,40019.4,119,39,124,118,102656.01,253.29
2022-10-15,153,4270161.82,42701.67,112,41,128,119,131969.27,279.1
2022-10-16,160,3531171.97,35311.68,108,52,131,123,51143.11,220.7
2022-10-17,156,3898082.31,38980.87,106,50,123,118,134372.45,249.88
2022-10-18,165,3536092.8,35360.89,117,48,134,123,90922.48,214.31
2022-10-19,167,2874237.69,28742.38,121,46,135,124,49711.06,172.11
2022-10-20,177,4253245.31,42532.49,117,60,138,118,197616.87,240.3
2022-10-21,149,4430736.38,44307.38,109,40,120,115,107599.04,297.36
2022-10-22,153,3918318.78,39183.23,99,54,128,104,206839.24,256.1
2022-10-23,182,4233298.65,42332.97,126,56,142,125,188325.37,232.6
2022-10-24,153,3942841.92,39428.41,107,46,122,102,174628.81,257.7
2022-10-25,174,4187821.19,41878.19,113,61,138,121,111788.11,240.68
2022-10-26,151,3512853.98,35128.49,115,36,120,115,130273.77,232.64
2022-10-27,179,3842520.63,38425.2,134,45,145,131,163135.65,214.67
2022-10-28,165,4914766.64,49147.7,120,45,123,128,97773.51,297.86
2022-10-29,154,3547799.73,35478.02,113,41,122,115,58142.06,230.38
2022-10-30,185,4713704.85,47137.02,131,54,146,135,154381.93,254.79
2022-10-31,156,3527792.76,35277.92,106,50,118,116,111596.24,226.14
2022-11-01,178,4465365.54,44653.62,126,52,140,126,151592.26,250.86
2022-11-02,161,4747713.45,47477.2,119,42,135,119,64300.42,294.89
2022-11-03,159,3379722.81,33797.27,110,49,125,115,124737.35,212.56
2022-11-04,180,5124029.27,51240.32,122,58,133,128,139531.97,284.67
2022-11-05,177,4728348.39,47283.52,126,51,133,118,161507.62,267.14
2022-11-06,173,3780717.36,37807.16,120,53,138,129,85584.83,218.54
2022-11-07,176,4928815.2,49288.17,132,44,146,121,82097.29,280.05
2022-11-08,161,4945709.72,49457.14,102,59,121,122,302758.74,307.19
2022-11-09,168,4616661.2,46166.65,111,57,135,119,144868.05,274.8
2022-11-10,155,2854560.35,28545.64,99,56,130,127,152554.82,184.17
2022-11-11,140,2894316.53,28943.27,97,43,118,111,174828.35,206.74
2022-11-12,158,2604904.98,26049.12,115,43,131,124,73779.72,164.87
2022-11-13,154,3569858.49,35698.61,108,46,124,113,116540.55,231.81
2022-11-14,155,3336308.44,33363.09,114,41,131,111,150952.52,215.25
2022-11-15,185,5019226.73,50192.24,125,60,136,129,79113.09,271.31
2022-11-16,194,4955713.87,49557.14,133,61,144,137,146545.73,255.45
2022-11-17,171,3677513.53,36775.16,112,59,138,121,147556.43,215.06
2022-11-18,153,3651508.44,36515.01,98,55,127,114,159945.55,238.66
2022-11-19,180,4011669.44,40116.77,124,56,147,137,106561.72,222.87
2022-11-20,166,3276166.42,32761.66,105,61,135,115,93412.85,197.36
2022-11-21,169,3895526.87,38955.18,103,66,137,121,114481.84,230.5
2022-11-22,182,4832014.18,48320.11,133,49,135,124,43903.73,265.5
2022-11-23,171,3632179.6,36321.81,115,56,134,125,178164.06,212.41
2022-11-24,176,3501301.77,35013.07,120,56,140,120,136668.53,198.94
2022-11-25,161,4258413.27,42584.18,98,63,128,116,302021.77,264.5
2022-11-26,208,4901534.33,49015.38,136,72,157,140,126712.48,235.65
2022-11-27,151,3348891.86,33488.9,107,44,120,114,91825.04,221.78
2022-11-28,186,5206192.3,52061.97,138,48,145,131,74173.22,279.9
2022-11-29,167,4307073.48,43070.74,121,46,133,120,130638.62,257.91
2022-11-30,164,4647637.31,46476.38,114,50,131,115,102813.95,283.39
2022-12-01,183,4383071.29,43830.76,138,45,142,127,44416.41,239.51
2022-12-02,155,3227103.13,32271.05,102,53,127,119,66650.42,208.2
2022-12-03,212,4072232.79,40722.28,142,70,158,139,111023.99,192.09
2022-12-04,196,4962513.87,49625.18,138,58,151,134,102067.77,253.19
2022-12-05,208,5380024.13,53800.27,146,62,158,136,216929.2,258.66
2022-12-06,171,3861381.51,38613.84,110,61,135,133,151441.42,225.81
2022-12-07,179,4279925.79,42799.28,125,54,144,124,156803.96,239.1
2022-12-08,189,5032171.5,50321.75,136,53,148,133,189861.65,266.25
2022-12-09,182,4221349.8,42213.5,126,56,137,125,131273.48,231.94
2022-12-10,178,3964739.34,39647.45,119,59,142,129,215291.94,222.74
2022-12-11,180,4889236.21,48892.36,139,41,151,137,115485.39,271.62
2022-12-12,175,4111254.99,41112.52,127,48,137,122,99210.89,234.93
2022-12-13,206,5040741.12,50407.4,140,66,153,137,141449.36,244.7
2022-12-14,187,4508734.12,45087.34,140,47,142,126,49354.15,241.11
2022-12-15,162,3364320.8,33643.26,112,50,135,123,114278.3,207.67
2022-12-16,204,3927268.11,39272.69,159,45,164,138,79113.03,192.51
2022-12-17,196,5588297.94,55883.01,141,55,147,132,112729.87,285.12
2022-12-18,198,4022519.04,40225.17,143,55,165,138,167838.87,203.16
2022-12-19,168,4238682.87,42386.79,113,55,135,113,151618.92,252.3
2022-12-20,188,3972319.32,39723.21,136,52,148,126,73519.4,211.29
2022-12-21,184,4288464.07,42884.63,127,57,146,121,99354.26,233.07
2022-12-22,179,4470423.25,44704.26,112,67,145,136,197212.39,249.74
2022-12-23,189,4692205.63,46921.96,126,63,139,127,127380.87,248.26
2022-12-24,180,4903411.61,49034.14,133,47,138,129,52321.53,272.41
2022-12-25,216,5220062.37,52200.61,151,65,162,148,102986.52,241.67
2022-12-26,190,4403866.24,44038.64,134,56,156,132,136133.04,231.78
2022-12-27,184,4674551.54,46745.53,117,67,139,135,200989.8,254.05
2022-12-28,168,4187874.46,41878.68,117,51,146,116,196046.49,249.28
2022-12-29,178,4718464.68,47184.63,128,50,146,128,126312.62,265.08
2022-12-30,215,5754899.23,57549.01,145,70,158,146,137574.59,267.67
2022-12-31,184,4990253.53,49902.48,125,59,146,133,153105.97,271.21
2023-01-01,206,5167948.09,51679.5,135,71,164,137,335944.92,250.87
2023-01-02,200,4407879.96,44078.77,135,65,162,138,152299.52,220.39
2023-01-03,216,4219372.81,42193.75,150,66,167,151,143727.4,195.34
2023-01-04,199,5557495.96,55574.95,130,69,153,129,229287.93,279.27
2023-01-05,201,5663001.46,56630.01,138,63,161,133,128856.84,281.74
2023-01-06,172,3886683.94,38866.83,123,49,134,122,60618.36,225.97
2023-01-07,208,4616270.17,46162.73,141,67,166,139,65329.5,221.94
2023-01-08,209,4347904.1,43479.06,137,72,156,149,170243.51,208.03
2023-01-09,203,5965461.99,59654.64,145,58,154,130,216519.15,293.87
2023-01-10,217,5721824.58,57218.32,146,71,164,140,183926.83,263.68
2023-01-11,198,4122992.84,41229.93,134,64,161,146,161232.53,208.23
2023-01-12,195,5705797.22,57058.02,136,59,155,132,180660.28,292.61
2023-01-13,216,4948981.76,49489.87,157,59,166,142,199054.83,229.12
2023-01-14,188,4395253.42,43952.57,126,62,143,126,172914.54,233.79
2023-01-15,198,4514849.54,45148.4,137,61,160,133,114159.97,228.02
2023-01-16,210,4121212.52,41212.15,144,66,164,150,129834.95,196.25
2023-01-17,185,4195616.46,41956.2,122,63,140,124,129874.87,226.79
2023-01-18,202,4707200.77,47072.06,128,74,159,136,143581.99,233.03
2023-01-19,182,4151895.44,41518.96,125,57,143,130,153006.19,228.13
2023-01-20,206,5124740.7,51247.41,141,65,165,150,217148.73,248.77
2023-01-21,197,4131338.86,41313.35,136,61,158,142,139484.44,209.71
2023-01-22,174,3740774.25,37407.72,129,45,150,128,93535.39,214.99
2023-01-23,188,4348635.87,43486.34,132,56,151,126,159345.39,231.31
2023-01-24,211,4327548.3,43275.53,147,64,163,149,119612.96,205.1
2023-01-25,176,4128534.69,41285.35,118,58,146,125,179497.9,234.58
2023-01-26,187,4156308.86,41563.1,136,51,148,132,132328.4,222.26
2023-01-27,179,4168151.81,41681.54,119,60,139,120,129739.23,232.86
2023-01-28,236,4856975.68,48569.81,167,69,184,152,236774.15,205.8
2023-01-29,197,4693097.07,46931.0,135,62,152,136,178983.43,238.23
2023-01-30,204,4341915.13,43419.15,145,59,161,136,89957.46,212.84
2023-01-31,213,6235311.07,62353.14,163,50,157,136,151131.34,292.74
2023-02-01,190,4476958.95,44769.57,133,57,148,137,16042.89,235.63
2023-02-02,194,5173788.6,51737.94,124,70,151,135,276167.02,266.69
2023-02-03,191,3787537.34,37875.33,127,64,156,135,164234.91,198.3
2023-02-04,218,5247221.3,52472.21,159,59,165,140,117403.02,240.7
2023-02-05,214,5919364.35,59193.58,149,65,165,142,156911.8,276.61
2023-02-06,198,6008958.34,60089.58,131,67,158,136,202086.8,303.48
2023-02-07,216,6612182.88,66121.91,152,64,161,133,213787.11,306.12
2023-02-08,230,5247374.49,52473.75,158,72,169,133,125161.52,228.15
2023-02-09,217,6007439.16,60074.4,152,65,172,147,273150.28,276.84
2023-02-10,185,5451007.51,54510.05,116,69,138,129,281248.43,294.65
2023-02-11,232,6232220.47,62322.24,150,82,175,152,294403.47,268.63
2023-02-12,192,5339831.61,53398.38,129,63,149,125,108312.0,278.12
2023-02-13,187,5020930.23,50209.22,137,50,147,127,176037.53,268.5
2023-02-14,193,5989123.9,59891.22,126,67,148,120,212401.35,310.32
2023-02-15,203,3914130.22,39141.28,133,70,154,140,159068.83,192.81
2023-02-16,235,5034041.24,50340.39,154,81,176,154,182918.88,214.21
2023-02-17,191,4540742.09,45407.49,128,63,147,136,189486.37,237.74
2023-02-18,201,5716833.44,57168.35,144,57,158,141,198670.83,284.42
2023-02-19,209,5259779.7,52597.8,145,64,163,146,255055.15,251.66
2023-02-20,217,5863620.13,58636.13,153,64,164,152,206342.65,270.21
2023-02-21,199,5157906.92,51579.06,133,66,158,136,93664.54,259.19
2023-02-22,222,6418221.47,64182.16,153,69,172,144,246223.18,289.11
2023-02-23,222,6411616.65,64116.18,160,62,168,137,202107.79,288.81
2023-02-24,228,5377410.23,53774.18,156,72,174,156,102379.13,235.85
2023-02-25,218,5191551.33,51915.54,145,73,174,155,138660.03,238.14
2023-02-26,224,6037952.56,60379.52,167,57,165,144,91248.63,269.55
2023-02-27,193,4065620.21,40656.16,133,60,165,144,55735.46,210.65
2023-02-28,206,4491485.28,44914.87,142,64,164,145,149702.55,218.03
2023-03-01,204,4699031.46,46990.27,139,65,161,144,167603.73,230.34
2023-03-02,208,5991604.82,59916.04,149,59,162,152,157020.02,288.06
2023-03-03,230,5607296.0,56073.07,163,67,173,149,150443.78,243.8
2023-03-04,211,5173906.53,51739.04,147,64,171,142,238391.99,245.21
2023-03-05,217,5849864.64,58498.66,144,73,163,145,133079.21,269.58
2023-03-06,218,7047095.32,70470.95,156,62,172,146,147383.09,323.26
2023-03-07,224,4592083.79,45920.87,165,59,175,150,132577.76,205.0
2023-03-08,216,5378400.6,53784.04,139,77,177,150,267379.07,249.0
2023-03-09,196,4954294.22,49542.93,141,55,160,136,144758.92,252.77
2023-03-10,223,5875690.26,58756.93,152,71,176,153,223953.66,263.48
2023-03-11,200,4545411.67,45454.08,133,67,160,153,176324.77,227.27
2023-03-12,224,5539359.88,55393.55,153,71,177,146,102974.2,247.29
2023-03-13,212,4085474.87,40854.8,145,67,178,144,79680.04,192.71
2023-03-14,203,4520625.07,45206.25,145,58,164,136,155454.05,222.69
2023-03-15,215,5647731.7,56477.33,154,61,164,148,232382.08,262.69
2023-03-16,225,4629588.11,46295.85,150,75,170,142,112025.71,205.76
2023-03-17,217,5031727.96,50317.3,132,85,171,138,214480.76,231.88
2023-03-18,209,6504227.79,65042.24,135,74,156,131,41862.9,311.21
2023-03-19,216,4410844.62,44108.49,145,71,177,145,126177.85,204.21
2023-03-20,219,5255496.79,52555.02,159,60,168,151,115170.67,239.98
2023-03-21,213,5278174.15,52781.75,139,74,171,140,222641.43,247.8
2023-03-22,239,7019304.05,70192.98,170,69,182,151,269084.41,293.69
2023-03-23,205,5250816.61,52508.2,141,64,165,145,160938.85,256.14
2023-03-24,249,6294807.88,62948.04,165,84,192,157,323150.5,252.8
2023-03-25,214,5063820.48,50638.24,144,70,163,149,137914.96,236.63
2023-03-26,246,6826660.94,68266.65,154,92,186,163,180243.94,277.51
2023-03-27,219,5271341.63,52713.39,142,77,162,141,210262.87,240.7
2023-03-28,203,5174482.48,51744.84,137,66,169,140,195964.69,254.9
2023-03-29,227,4707456.59,47074.59,152,75,183,150,205557.66,207.38
2023-03-30,224,4021811.25,40218.15,150,74,182,153,224022.06,179.55
2023-03-31,240,5499538.28,54995.41,163,77,186,160,167218.98,229.15
2023-04-01,196,4811640.1,48116.38,128,68,166,130,122096.15,245.49
2023-04-02,221,5365423.21,53654.25,157,64,182,145,236861.49,242.78
2023-04-03,233,4972095.98,49721.02,161,72,184,161,200698.54,213.39
2023-04-04,221,4450808.28,44508.04,162,59,176,140,133545.39,201.39
2023-04-05,244,5298022.57,52980.3,168,76,189,159,105804.79,217.13
2023-04-06,225,5351479.84,53514.81,151,74,182,161,239153.78,237.84
2023-04-07,219,6740045.1,67400.48,154,65,171,155,150300.1,307.76
2023-04-08,231,5211258.4,52112.61,161,70,181,145,187355.2,225.6
2023-04-09,231,5926850.26,59268.54,159,72,179,146,207216.61,256.57
2023-04-10,221,5267520.68,52675.26,143,78,174,142,193076.45,238.35
2023-04-11,233,6576664.2,65766.63,160,73,177,158,187232.2,282.26
2023-04-12,221,4607798.72,46077.96,154,67,171,140,190036.67,208.5
2023-04-13,236,6456380.11,64563.86,166,70,183,145,144316.95,273.58
2023-04-14,239,6181596.53,61816.02,175,64,180,151,194485.61,258.64
2023-04-15,215,4909281.81,49092.84,148,67,176,148,210584.59,228.34
2023-04-16,224,4776177.77,47761.73,160,64,172,152,41263.09,213.22
2023-04-17,228,4732040.26,47320.37,152,76,178,154,236330.75,207.55
2023-04-18,226,6129700.9,61297.06,150,76,181,152,233229.17,271.23
2023-04-19,214,6684125.01,66841.24,154,60,166,143,383547.88,312.34
2023-04-20,224,4602285.39,46022.87,167,57,174,142,139781.93,205.46
2023-04-21,233,5558201.4,55582.06,158,75,186,156,213425.39,238.55
2023-04-22,231,5657888.0,56578.87,165,66,187,155,178596.55,244.93
2023-04-23,243,7203913.95,72039.13,161,82,186,156,244700.86,296.46
2023-04-24,246,8607400.96,86074.0,160,86,190,158,422955.73,349.89
2023-04-25,219,6061389.14,60613.9,154,65,169,147,145184.14,276.78
2023-04-26,243,6266843.78,62668.4,156,87,188,154,213509.96,257.89
2023-04-27,256,5921025.25,59210.3,183,73,192,162,169894.29,231.29
2023-04-28,229,6065864.55,60658.64,155,74,172,157,237920.19,264.88
2023-04-29,241,6316752.0,63167.49,170,71,189,161,222589.67,262.11
2023-04-30,226,5804537.72,58045.34,154,72,180,153,9282.57,256.84
2023-05-01,266,7164502.31,71645.0,179,87,199,161,217403.86,269.34
2023-05-02,219,5324041.32,53240.34,152,67,177,147,155319.61,243.11
2023-05-03,246,5813659.29,58136.54,167,79,198,154,179808.6,236.33
